ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
322,Food Shed Co-op,2360 E Lake Shore Drive,yes,60098,Woodstock,McHenry,IL,USA,http://foodshed.coop,,,,,815.315.1541 ,yes,Food Cooperative,yes,address,both,local,,,,,,,-88.434668,42.3214208,dotcoop,SE,2020-12-26
324,Frankie Machine Garden,1800 W Haddon Ave,yes,606022,Chicago,,IL,USA,https://www.facebook.com/FrankieMachineCommunityGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6723964,41.9023897,SEWG,DC,2020-12-26
323,Frankie Machine Garden,1800 W. Haddon Ave.,yes,60622,Chicago,,IL,USA,https://www.facebook.com/FrankieMachineCommunityGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.67239276,41.90244664,Accelerate77,SE,2020-12-26
325,Free Geek,3411 W. Diversey Ave,yes,60647,Chicago,,IL,USA,freegeekchicago.org,,,,,,,Second Hand Shop,yes,address,both,local,,,,,,,-87.71257139,41.93192744,Steve Ediger,SE,2020-12-26
326,Freedom Road Co-op,4441 North Malden Street,yes,60640,Chicago,,IL,USA,http://chicagocoop.net/directory/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
327,Fresh Taste,5555 N. Sheridan Rd. #18,yes,60640,Chicago,,IL,USA,www.freshtaste.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.65507625,41.98292871,Accelerate77,SE,2020-12-26
328,Friends of the Chicago River,"411 S. Wells St., #800",yes,60607,Chicago,,IL,USA,www.chicagoriver.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.63360029,41.87672746,Accelerate77,SE,2020-12-26
329,Friends of the Forest Preserves,"542 S. Dearborn St., #400",yes,60604,Chicago,,IL,USA,www.fotfp.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.62931507,41.87520973,Accelerate77,SE,2020-12-26
330,Fulton Community Garden,2946 W. Fulton St.,yes,60612,Chicago,,IL,USA,https://www.facebook.com/29462948WFultonStCommunityGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70005416,41.88658273,Accelerate77,SE,2020-12-26
331,Fulton St. Flower and Vegetable Garden,4427 W. Fulton St.,yes,60644,Chicago,,IL,USA,https://www.facebook.com/FultonGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.73638515,41.88527608,Accelerate77,SE,2020-12-26
332,Fulton Street Collective,"1821 W. Hubbard Street, Suite 307",yes,60622,Chicago,,IL,USA,fultonstreetcollective.com,,,,,773-852-2481,yes,Arts Centre,yes,address,both,local,,,,,,,-87.67249335,41.88970161,Shareable Map,SE,2020-12-26
333,FWD Collective (For Women & Diversity),,,,Chicago,,IL,USA,https://fwdcollective.io/page/chicago,,,,,,,Workers Collective,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
334,Gage Park Branch Library,2807 W. 55th Street,yes,60632,Chicago,,IL,USA,http://www.chipublib.org/locations/30,,,,,,,Library,yes,address,both,local,,,,,,,-87.69406996,41.79359549,data.cityofchicago.org,SE,2020-12-26
335,GAIA Movement,8918 S. Green Street,yes,60620,Chicago,,Il,USA,http://gaia-movement-usa.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64422233,41.73222166,Accelerate77,SE,2020-12-26
336,Galewood-Mont Clare Branch Library,6871 W. Belden Avenue,yes,60707,Chicago,,IL,USA,http://www.chipublib.org/locations/31,,,,,,,Library,yes,address,both,local,,,,,,,-87.79752564,41.9210572,data.cityofchicago.org,SE,2020-12-26
337,Garden Resources of Woodlawn (GRoW),6145 S Dorchester Ave,yes,60637,Chicago,,IL,USA,https://www.facebook.com/GROW-Garden-Resources-of-Woodlawn-167230636665709/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.59131385,41.78309103,Accelerate77,SE,2020-12-26
338,Garfield Park Community Council,300 N. Central Park Ave,yes,60624,Chicago,,IL,USA,www.gpcommunitycouncil.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71615856,41.88758912,Accelerate77,SE,2020-12-26
339,Garfield Park Community Market *,200 N. Kedzie Ave.,yes,60612,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.70631005,41.88437307,City of Chicago Farmers Markets,SE,2020-12-26
340,Garfield Park Community Market *,200 N. Kedzie Ave.,yes,60612,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.70631005,41.88437307,City of Chicago Farmers Markets,SE,2020-12-26
341,Garfield Ridge Branch Library,6348 S. Archer Avenue,yes,60638,Chicago,,IL,USA,http://www.chipublib.org/locations/26,,,,,,,Library,yes,address,both,local,,,,,,,-87.77991514,41.79295074,data.cityofchicago.org,SE,2020-12-26
342,Gary Comer Youth Center,7200 S. Ingleside Avenue,yes,60619,Chicago,,IL,USA,http://www.gcychome.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.60195308,41.76410314,Accelerate77,SE,2020-12-26
343,Genesis Cooperative Housing,7019 South Merrill Avenue,yes,60649,Chicago,,IL,USA,https://www.facebook.com/GenesisChicago,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.57258266,41.76768025,Shareable Map,SE,2020-12-26
344,George & Seeley Community Garden,2025 W. George St.,yes,60618,Chicago,,IL,USA,https://www.facebook.com/George-Seeley-Community-Garden-210489818978267/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.67879224,41.93401181,Accelerate77,SE,2020-12-26
345,Gill Park Cooperative,810 w Grace,yes,60613,Chicago,,IL,USA,http://www.uhab.org/coopresearch,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6501183,41.951378,SEWG,DC,2020-12-26
346,Ginger Ridge MHA,1954 Memorial Drive,yes,60409,Calumet City,,IL,USA,http://chicagocoop.net/directory/,,,,,(708) 868-0991,yes,Housing Coop,Yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
347,Ginkgo Organic Gardens,4055-59 N Kenmore Ave,yes,60613,Chicago,,IL,USA,http://www.ginkgogardens.org/?refreshed,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66121,41.955735,Neighborspace,SE,2020-12-26
348,Glenwood Sunday Market,1448 W. Morse Ave,yes,60626,Chicago,,IL,USA,www.glenwoodsundaymarket.org,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66698614,42.00797809,Accelerate77,SE,2020-12-26
349,Glenwood Sunday Market,6950 N. Glenwood Ave.,yes,60626,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66627348,42.00812778,City of Chicago Farmers Markets,SE,2020-12-26
350,Global Garden Refugee Training Farm,2951 W. Lawrence,yes,60625,Chicago,,IL,USA,https://www.facebook.com/Global-Garden-Refugee-Training-Farm-512136075471854/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70291957,41.96840948,Accelerate77,SE,2020-12-26
351,Good Shepherd Credit Union,5700 S Prairie Ave,yes,60637,Chicago,,IL,USA,http://creditunionaccess.com/cu81117.htm,,,,,(773)684-6561,yes,Credit Union,yes,address,both,local,,,,,,,-87.61921978,41.79110957,creditunionaccess.com,SE,2020-12-26
352,Grant Park Conservancy,330 S. Michigan Ave #1505,yes,60604,Chicago,,IL,USA,www.grantparkconservancy.com,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.62432905,41.87788251,Accelerate77,SE,2020-12-26
353,Grassroots Ecology,Rogers Park,yes,,Chicago,,IL,USA,https://letsgochicago.org/our-programs/grassrootsecology/,,,Peter Hoy <petermhoy@gmail.com>,Yes,,,Social Workshop,check,address,both,local,,,,,,,-87.6695529,42.010636,SEWG,DC,2020-12-26
354,Great Lakes Credit Union,1011 W Lawrence Ave,yes,60640,Chicago,,IL,USA,https://glcu.org,,,,,(773)769-5800,yes,Credit Union,yes,address,both,local,,,,,,,-87.65529688,41.96899352,creditunionaccess.com,eaz,2020-12-26
355,Greater Auburn Gresham Dev. Corp.,1120 West 79th Street,yes,60620,Chicago,,Il,USA,https://www.gagdc.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.65217323,41.75060872,Accelerate77,SE,2020-12-26
356,Greater Englewood Com. Dev. Corp.,945 W. 69th St,yes,60621,Chicago,,IL,USA,http://www.facebook.com/pages/Greater-Englewood-CDC/340880019277783,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.64840148,41.7686897,Accelerate77,SE,2020-12-26
357,Greater Grand Crossing Branch Library,1000 E. 73rd Street,yes,60619,Chicago,,IL,USA,http://www.chipublib.org/locations/172/,,,,,,,Library,yes,address,both,local,,,,,,,-87.60054942,41.76237519,Accelerate77,SE,2020-12-26
358,Greater Independence Park Neighborhood Assoc.,3945 N. Springfield Ave.,yes,60618,Chicago,,IL,USA,http://gipna.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.72507872,41.95267581,Accelerate77,SE,2020-12-26
359,Greater Institutional A.M.E. Church Credit Union,7800 S Indiana Ave,yes,60619,Chicago,,IL,USA,http://creditunionaccess.com/cu65433.htm,,,,,(773)873-0880,yes,Credit Union,yes,address,both,local,,,,,,,-87.61989981,41.75284578,creditunionaccess.com,SE,2020-12-26
360,Greater Lawndale Heritage,109 S. Lawndale Ave.,yes,60623,Chicago,,IL,USA,http://nlgreeningcommittee.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71724,41.846636,Accelerate77,SE,2020-12-26
361,Greater Southwest Development Corporation,2601 West 63rd Street,yes,60629,Chicago,,IL,USA,http://www.greatersouthwest.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.6885426,41.77909763,Accelerate77,SE,2020-12-26
362,Green Chicago Restaurant Coalition,4554 N Springfield Ave,yes,60625,Chicago,,IL,USA,http://www.greenchicago.org/#an-environmental-conservation-nonprofit,,,,,,,Restaurant,yes,address,both,local,,,,,,,-87.72555054,41.96382073,Shareable Map,SE,2020-12-26
363,Green City Market,1800 N. Clark St.,yes,60614,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.63398077,41.9148328,City of Chicago Farmers Markets,SE,2020-12-26
364,Green City Market,2613 W. Lawrence Avenue,yes,60625,Chicago,,IL,USA,www.greencitymarket.org,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.69432489,41.96847627,Accelerate77,SE,2020-12-26
365,Green City Market – West Loop,211 S. Peoria St.,yes,60607,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.64952377,41.87904717,City of Chicago Farmers Markets,SE,2020-12-26
366,Green Grocer,1402 W. Grand Ave,yes,60608,Chicago,,IL,USA,http://www.greengrocerchicago.com,,,,,,,greengrocer,yes,address,both,local,,,,,,,-87.66238859,41.89111651,Accelerate77,SE,2020-12-26
367,GreenHouse Garden,1100 N Wood St,yes,60622,Chicago,,IL,USA,https://www.facebook.com/tomandwood,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6725401,41.9015248,SEWG,DC,2020-12-26
368,GreenRise Intentional Community,4750 N Sheridan Rd,yes,60640,Chicago,,IL,USA,https://www.ica-usa.org/community.html,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,Foundation for Intentional Community,SE,2020-12-26
369,Growing Home Inc.,2732 North Clark Street #310,yes,60614,Chicago,,Il,USA,http://growinghomeinc.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6447783,41.9320304,Accelerate77,SE,2020-12-26
370,Growing Power,3333 S Iron St,yes,60608,Chicago,,IL,USA,www.growingpower.org,,,,,,,Farm,yes,address,both,local,,,,,,,-87.66195179,41.83381393,Shareable Map,SE,2020-12-26
371,Growing Power- Iron Street Farm,3333 S. Iron St,yes,60608,Chicago,,IL,USA,http://www.ironstreetfarm.com/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.66195179,41.83381393,Accelerate77,SE,2020-12-26
372,Hall Branch Library,4801 S. Michigan Avenue,yes,60615,Chicago,,IL,USA,http://www.chipublib.org/locations/33,,,,,,,Library,yes,address,both,local,,,,,,,-87.62269677,41.80745903,data.cityofchicago.org,SE,2020-12-26
373,Harold Washington Cultural Center,4701 S. Martin Luther King Drive,yes,60653,Chicago,,IL,USA,http://www.broadwayinbronzeville.com/about/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.612036,41.820185,Accelerate77,SE,2020-12-26
374,Harold Washington Library Center Main Library,400 S. State Street,yes,60605,Chicago,,IL,USA,http://wwwchipublib.org/locations/15,,,,,,,Library,yes,address,both,local,,,,,,,-87.62774182,41.87692111,data.cityofchicago.org,SE,2020-12-26
375,Harold Washington Unity Cooperative,636 n Albany,yes,60612,Chicago,,IL,USA,http://www.bickerdike.org/index.php/bickerdike-apartments/our-properties/harold-washington-unity-coop,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.7043489,41.893113,SEWG,DC,2020-12-26
376,Harper Square Housing Co-Op,4800 S Lake Park Ave,yes,60615,Chicago,,IL,USA,http://www.realtymortgageco.com/find-apartment/neighborhoods/south-shore-harper-square-cooperative/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.59071673,41.80802304,Shareable Map,SE,2020-12-26
377,HAYMAKER GYM,656 W Barry Ave,yes,60618,Chicago,,IL,USA,https://www.facebook.com/haymakerchi/,,,,,,,Community Center,yes,address,both,local,,,,,,,-87.6465763,41.9381887,SEWG,DC,2020-12-26
378,Healthy Food Hub at South Shore Good Foods Market,2423 E. 75th St.,yes,60649,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.56549482,41.75890786,City of Chicago Farmers Markets,SE,2020-12-26
379,Heartland Housing Inc,208 S La Salle St # 1818,yes,60604,Chicago,,IL,USA,http://www.heartlandhousing.org/,,,,,,,assisted living place,yes,address,both,local,,,,,,,-87.63237426,41.87913914,Shareable Map,SE,2020-12-26
380,Hegewisch Branch Library,3048 130th Street,yes,60633,Chicago,,Il,USA,http://www.chipublib.org/locations/95/,,,,,,,Library,yes,address,both,local,,,,,,,-87.54921803,41.65925778,Accelerate77,SE,2020-12-26
381,Hermitage Manor Co-Op,1717 W Lake St,yes,60612,Chicago,,IL,USA,https://www.facebook.com/pages/Hermitage-Manor-Co-Operative/160077417346088,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.66937959,41.885238,Shareable Map,SE,2020-12-26
382,Hermitage Street Community Garden,5643 S Hermitage Ave,yes,60636,Chicago,,IL,USA,https://www.facebook.com/hermitagecommunitygardens/photos/a.206669536350867.1073741828.205890549762099/216563425361478/?type=3&theater,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66807493,41.79138817,Neighborspace,SE,2020-12-26
383,Hermosa Neighborhood Association,4300 West North Avenue,yes,60639,Chicago,,IL,USA,https://www.facebook.com/ourhermosa?fref=ts,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.73389217,41.90993781,Accelerate77,SE,2020-12-26
384,Hesed Community Cooperative,2241 S Marshall Blvd ,yes,60623,Chicago,,IL,USA,http://hesedcommunity.com/,Jenny Tarnoff,no,info@hesedcommunity.org,yes,,,Housing Coop,yes,address,both,local,,,,,,,-87.69897756,41.85111012,Foundation for Intentional Community,SE,2020-12-26
385,HighSight,315 W Walton St,yes,60610,Chicago,,IL,USA,highsight.org,,,,,,,School,yes,address,both,local,,,,,,,-87.63647347,41.89964286,Shareable Map,SE,2020-12-26
386,Historic Pullman Beekeepers,10341 S Prospect Ave,yes,60643,Chicago,,Il,USA,https://www.facebook.com/groups/171705946209846/,,,,,,,beekeeper,yes,address,both,local,,,,,,,-87.66195472,41.70542685,Accelerate77,,2020-12-26
387,Hive Chicago,"18 S Michigan Ave, Floor 12",yes,60603,Chicago,,IL,USA,http://hivechicago.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6243817,41.88189519,Steve Ediger,SE,2020-12-26
388,Honore Street Farm,5830 S. Honore Street,yes,60636,Chicago,,IL,USA,http://growinghomeinc.org/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.67057406,41.78756347,Steve Ediger,SE,2020-12-26
389,Hope Organization,6921 S. Halsted Street,yes,60621,Chicago,,IL,USA,http://hopeorgchi.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64440666,41.76846292,Accelerate77,SE,2020-12-26
390,Horner Park Farmers Market,2741 W. Montrose Ave.,yes,60618,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.69762836,41.96116404,City of Chicago Farmers Markets,SE,2020-12-26
391,House of Chloe,10701 S. Champlain Ave.,yes,60628,Chicago,,Il,USA,http://thehouseofchloeinc.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.60727029,41.7000751,Accelerate77,SE,2020-12-26
392,Howard Area Community Garden,7735 N Hermitage Ave,yes,60626,Chicago,,IL,USA,https://www.facebook.com/hacgarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.67415581,42.02188361,Accelerate77,SE,2020-12-26
393,Hoxie Prairie Garden,10549 S. Hoxie Ave.,yes,60617,Chicago,,IL,USA,https://www.facebook.com/Hoxie-prairie-gardens-307176966486372,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.56072557,41.70323081,Accelerate77,,2020-12-26
394,Humble Parquito Community Garden,1621 N Humboldt Blvd,yes,60647,Chicago,,IL,USA,https://www.facebook.com/humble.parquito,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70144227,41.91068628,Neighborspace,SE,2020-12-26
395,Humboldt Park Branch Library,1605 N. Troy Street,yes,60647,Chicago,,IL,USA,http://www.chipublib.org/locations/39,,,,,,,Library,yes,address,both,local,,,,,,,-87.70558221,41.91064652,data.cityofchicago.org,SE,2020-12-26
396,Hyde Park Art Center,5020 S. Cornell Ave,yes,60615,Chicago,,IL,USA,https://www.facebook.com/HydeParkArtCenter,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.58656691,41.80415615,Accelerate77,SE,2020-12-26
397,Hyde Park Farmers Market,1704 E 53rd St,yes,60615,Chicago,,IL,USA,https://www.facebook.com/hydeparkchicagofarmersmarket/,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.58376978,41.79971612,Accelerate77,SE,2020-12-26
398,Hyde Park Farmers Market,53rd St. & Harper Ct.,yes,60615,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.604568,41.800635,City of Chicago Farmers Markets,SE,2020-12-26
399,Hyde Park Garden Fair,1525 E 53rd St #907,yes,60615,Chicago,,IL,USA,http://www.hydeparkgardenfair.org/headerpages/projects.html,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.58776898,41.79946811,Neighborspace,SE,2020-12-26
400,Hyde Park Neighborhood Club,5480 S. Kenwood Avenue,yes,60615,Chicago,,IL,USA,http://hpnclub.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.59360367,41.79559898,Accelerate77,SE,2020-12-26
401,Illinois Caucus for Adolescent Health,"719 S. State St., Floor 4",yes,60605,Chicago,,IL,USA,https://www.icah.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.627192,41.8726226,SEWG,DC,2020-12-26
402,Illinois Worker Cooperative Alliance,,,,Chicago,,IL,USA,https://www.ilworkercoopalliance.org/,,,Info@ILWorkerCoopAlliance.org,yes,,,cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
403,Imagine Englewood If (IEi),730 W. 69th Street,yes,60621,Chicago,,IL,USA,www.imagineenglewoodif.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64301322,41.76895202,Accelerate77,SE,2020-12-26
404,IMAN Fresh Beats and Eats Farmers Market,2744 W. 63rd St.,yes,60629,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.69243282,41.77921984,City of Chicago Farmers Markets,SE,2020-12-26
405,Independence Branch Library,3548 W. Irving Park Road,yes,60618,Chicago,,IL,USA,http://www.chipublib.org/locations/41,,,,,,,Library,yes,address,both,local,,,,,,,-87.71691762,41.95389289,data.cityofchicago.org,SE,2020-12-26
406,Industrial Workers of the World,2036 W Montrose Ave,yes,60618,Chicago,,IL,USA,iww.org,,,,,,,union,yes,address,both,local,,,,,,,-87.6804917,41.96152731,Shareable Map,SE,2020-12-26
407,Inner-City Muslim Action Network (IMAN),2744 W. 63rd St.,yes,60629,Chicago,,IL,USA,www.imancentral.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.69243282,41.77921984,Accelerate77,SE,2020-12-26
408,INNERVATION DANCE CO-OP,"6147 N. Sheridan Rd, 11B",yes,60660,Chicago,,IL,USA,http://www.innervationdance.org,,,,,773.450.0910,yes,Arts Centre,yes,address,both,local,,,,,,,-87.6551152,41.9935886,SEWG,DC,2020-12-26
409,Inspiration Kitchen of Garfield Park,3504 W. Lake St,yes,60624,Chicago,,IL,USA,http://www.inspirationkitchens.org,,,,,,,Restaurant,yes,address,both,local,,,,,,,-87.7136675,41.88487325,Accelerate77,SE,2020-12-26
410,Institue of Cultural Affairs,4750 N. Sheridan Rd,yes,60640,Chicago,,Il,USA,http://www.ica-usa.org/?page=buildinginfo,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.65490013,41.96819205,Accelerate77,SE,2020-12-26
411,Institute of Puerto Rican Arts and Culture,3015 W. Division St.,yes,60622,Chicago,,Il,USA,www.IPRAC.ORG,,,,,,,museum,yes,address,both,local,,,,,,,-87.7022882,41.90278658,Accelerate77,SE,2020-12-26
