name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
North American Students of Cooperation (NASCO),3707 West Montrose Avenue,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,yes,www.nasco.coop/,,,,,,,,,,,,,,-87.7208597,41.9608077,Find.coop,SE,,,,,,
North Park Tower Cooperative,300 w North,,Chicago,IL,"Chicago, IL",USA,,no,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.6371076,41.91158,SEWG,DC,,,,,,
North Austin Branch Library,5724 W. North Avenue,60639,Chicago,IL,"Chicago, IL 60639",USA,Library,yes,http://www.chipublib.org/locations/56,,,,,,,,,,,,,,-87.76886658,41.90942603,data.cityofchicago.org,SE,,,,,,
North Center Farmers Market *,4100 N. Lincoln Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.68010636,41.95592498,City of Chicago Farmers Markets,SE,,,,,,
North Pulaski Branch Library,4300 W. North Avenue,60639,Chicago,IL,"Chicago, IL 60639",USA,Library,yes,http://www.chipublib.org/locations/58,,,,,,,,,,,,,,-87.73389217,41.90993781,data.cityofchicago.org,SE,,,,,,
North River Commission,3403 W. Lawrence Ave. #201,60625,Chicago,IL,"Chicago, IL 60625",USA,Association Office,yes,http://northrivercommission.org/,,,,,,,,,,,,,,-87.71346774,41.96830968,Accelerate77,SE,,,,,,
Northern Raptor Kung Fu,7014 N Western Ave,60645,Chicago,IL,"Chicago, IL 60645",USA,,no,https://www.facebook.com/NorthernRaptorKungFu,,,,,,,,,,,773-895-9837,,,-87.6905272,42.0091522,SEWG,DC,,,,,,
North Side Community Federal Credit Union,1011 W Lawrence Ave,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://www.northsidecommunityfcu.org/,,,,,,,,,,,(773)769-5800,,,-87.65529688,41.96899352,creditunionaccess.com,eaz,,,,,,
North Side L Federal Credit Union,4753 N Broadway St Suite 808,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://creditunionaccess.com/cu02467.htm,,,,,,,,,,,(708) 345-3231,,,-87.65918808,41.96824751,creditunionaccess.com,eaz,,,,,,
Northside Babysitting Coop,,60657,Chicago,IL,"Chicago, IL 60657",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60657/714/northside-babysitting-coop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
NORTHSTAR CREDIT UNION,555 W 31ST ST,60616,Chicago,IL,"Chicago, IL 60616",USA,Credit Union,yes,https://www.nscu.org,,,,,,,,,,,312.225.1258,,,-87.6411745,41.8378984,SEWG,DC,,,,,,
NORTHWESTERN MUTUAL LIFE,1 N WACKER DR # 4600,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 690-9750,,,-87.6361052,41.8822594,SEWG,DC,,,,,,
NORTHWESTERN MUTUAL LIFE INS,20 N WACKER DR # 1544,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 609-0800,,,-87.6374869,41.8825299,SEWG,DC,,,,,,
NORTHWESTERN MUTUAL LIFE INS,311 W SUPERIOR ST # 525,,Chicago,IL,"Chicago, IL",USA,,no,http://rivernorth.nm.com/,,,,,,,,,,,(773) 537-2030,,,-87.6365723,41.8953172,SEWG,DC,,,,,,
NORTHWESTERN MUTUAL LIFE INS,3516 N SHEFFIELD AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(866) 950-4644,,,-87.6546834,41.9460251,SEWG,DC,,,,,,
Northtown Branch Library,6435 N. California Avenue,60645,Chicago,IL,"Chicago, IL 60645",USA,Library,yes,http://www.chipublib.org/locations/59,,,,,,,,,,,,,,-87.69957497,41.99821117,data.cityofchicago.org,SE,,,,,,
Northwest Food Partners Network,3533 W. North Ave,60647,Chicago,Il,"Chicago, Il 60647",USA,food bank,yes,http://northwestfoodpartnersnetwork.wordpress.com/,,,,,,,,,,,,,,-87.71474017,41.90998956,Accelerate77,SE,,,,,,
Logan Square Cooperative,3934 West George Street,60613,Chicago,IL,"Chicago, IL 60613",USA,Housing Coop,check,https://www.facebook.com/logansquarecoop,,,,,,,,,,,,,,-87.7260719,41.93377,SEWG,DC,,,,,,
Norwood Park Babysitting Coop,,60631,Chicago,IL,"Chicago, IL 60631",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60631/1543/norwood-park-and-surrounding-area/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Norwood Park Historical Society,5624 N. Newark Ave.,60631,Chicago,IL,"Chicago, IL 60631",USA,Association Office,yes,http://www.norwoodparkhistoricalsociety.org,,,,,,,,,,,,,,-87.79511985,41.98337186,Accelerate77,SE,,,,,,
Old Town Triangle Park,1900-06 N Clark St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.635397,41.916762,SEWG,DC,,,,,,
Oak Park Coop,,60304,Chicago,IL,"Chicago, IL 60304",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/oak-park/60304/1255/oak-park-coop/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
OfficePort,9 W Washington St,60602,Chicago,IL,"Chicago, IL 60602",USA,Coworking Space,yes,officeportnetwork.com,,,,,,,,,,,,,,-87.62815288,41.88312706,Shareable Map,SE,,,,,,
Olive's Neighborhood Garden,5201 W. Ainslie,60630,Chicago,IL,"Chicago, IL 60630",USA,Community Garden,yes,https://www.facebook.com/OlivesNeighborhoodGarden,,,,,,,,,,,,,,-87.75759218,41.969646,Accelerate77,SE,,,,,,
Olive’s Garden for the Hungry,4895 N Laramie Ave,60630,Chicago,IL,"Chicago, IL 60630",USA,Community Garden,yes,https://www.facebook.com/OlivesNeighborhoodGarden,,,,,,,,,,,,,,-87.7575804,41.9696562,SEWG,DC,,,,,,
Onward Coworking,954 W Washington Blvd #500,60607,Chicago,IL,"Chicago, IL 60607",USA,Coworking Space,yes,onwardcoworking.com,,,,,,,,,,,,,,-87.65131796,41.88316591,Shareable Map,SE,,,,,,
Onward Neighborhood House,5413 W. Diversey Ave.,60639,Chicago,IL,"Chicago, IL 60639",USA,Social Workshop,yes,http://www.onwardhouse.org/,,,,,,,,,,,,,,-87.76190178,41.9312409,Accelerate77,SE,,,,,,
OP D97,,60302,Chicago,IL,"Chicago, IL 60302",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/oak-park/60302/855/op-d97/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Open Lands,25 E. Washington St. #1650,60602,Chicago,IL,"Chicago, IL 60602",USA,Social Workshop,yes,http://www.openlands.org/,,,,,,,,,,,,,,-87.6269823,41.88312897,Accelerate77,SE,,,,,,
PACIFIC LIFE INSURANCE CO,300 S WACKER DR # 2700,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 922-5777,,,-87.6369152,41.8780652,SEWG,DC,,,,,,
Oriole Park Branch Library,7454 W. Balmoral Avenue,60656,Chicago,IL,"Chicago, IL 60656",USA,Library,yes,http://www.chipublib.org/locations/61,,,,,,,,,,,,,,-87.81329876,41.9781001,data.cityofchicago.org,SE,,,,,,
Paradise Garden on Drake,2214 N Drake Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7152953,41.9214175,SEWG,DC,,,,,,
Overflow Coffee Bar,1550 S. State St,60605,Chicago,IL,"Chicago, IL 60605",USA,Resturaunt,yes,overflowcoffeebar.org,,,,,,,,,,,,,,-87.62729171,41.86073622,Accelerate77,SE,,,,,,
PARENT COOPERATIVE-EARLY LRNG,5300 S SHORE DR # 1,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 684-6363,,,-87.5829312,41.7992847,SEWG,DC,,,,,,
Paradise Garden,652-658 N Latrobe Ave,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2011/05/20/paradise-garden/,,,,,,,,,,,,,,-87.757606,41.881955,Neighborspace,SE,,,,,,
Logan Square Cooperative,3934-46 W George St,60618,Chicago,IL,"Chicago, IL 60618",USA,Housing Coop,check,https://www.facebook.com/logansquarecoop/,,,,,,,,,,,,,,-87.702859,41.944335,Fellowship of Intentional Communities,SE,,,,,,
Parent Cooperative-Early Learning,5300 S Shore Dr,60637,Chicago,IL,"Chicago, IL 60637",USA,School,yes,parentcoop.org,,,,,,,,,,,,,,-87.58240971,41.79963279,Shareable Map,SE,,,,,,
London Towne Homes,830 E 100th,60628,Chicago,IL,"Chicago, IL 60628",USA,Housing Coop,yes,http://www.lthcoop.com/wordpress/,,,,,,,,,,,,,,-87.6013333,41.71153,SEWG,DC,,,,,,
Park Manor Christian Church Credit Union,600 E 73rd St,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://www.parkmanorchristianchurch.org/uploads/PMCCCreditUnion.pdf,,,,,,,,,,,(773)483-0840,,,-87.6103227,41.7622364,creditunionaccess.com,SE,,,,,,
Park West Cooperative Nursery School,2335 N Orchard St,60614,Chicago,IL,"Chicago, IL 60614",USA,School,yes,parkwestcoop.org,,,,,,,,,,,(773) 327-1116,,,-87.64621795,41.92461791,Shareable Map,SE,,,,,,
Partners for Rogers Park,1607 W. Howard St 2nd Floor,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,http://www.partnersforrogerspark.org/,,,,,,,,,,,,,,-87.669133,42.005107,Accelerate77,SE,,,,,,
Peace in the Valley Garden,168 N Laramie Ave,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/peace-in-the-valley-garden/,,,,,,,,,,,,,,-87.75528767,41.88399202,Neighborspace,SE,,,,,,
Peanut Gallery Art Coop,1000 N California Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Arts Centre,yes,http://peanutgallerychicago.com,,,,,,,,,,,,,,-87.69688135,41.89929643,Shareable Map,SE,,,,,,
PEOPLES CO-OP MANAGEMENT SVC,460 E 41ST ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 451-2578,,,-87.6137921,41.820311,SEWG,DC,,,,,,
Peerless Garden,2701 N Lakewood,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2013/09/16/peerless-garden/,,,,,,,,,,,,,,-87.66099908,41.93071165,Neighborspace,,,,,,,
People for Community Recovery,13330 S. Corliss,60827,Chicago,Il,"Chicago, Il 60827",USA,Social Workshop,yes,www.peopleforcommunityrecovery.org,,,,,,,,,,,,,,-87.60225576,41.65399486,Accelerate77,SE,,,,,,
Peoples Energy Credit Union,200 E Randolph St Fl 22,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,http://www.peoplesenergycu.org/,,,,,,,,,,,(312)240-4970,,,-87.62296664,41.88438065,creditunionaccess.com,SE,,,,,,
Perry Ave Commons,5749 s Perry,60621,Chicago,IL,"Chicago, IL 60621",USA,Community Garden,yes,https://www.sweetwaterfoundation.com/perry-ave-commons,,,,,,,,,,,,,,-87.6273832,41.789563,SEWG,DC,,,,,,
Peterson Garden Project,4642 N Francisco Ave,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,www.petersongarden.org,,,,,,,,,,,,,,87.701192,41.966014,Neighborspace,SE,,,,,,
Phone-Co. Credit Union(Great Lakes Credit Union),225 W Randolph St Suite 1035,60606,Chicago,IL,"Chicago, IL 60606",USA,Credit Union,yes,https://www.glcu.org/pccu/,,,,,,,,,,,(312)372-6264,,,-87.63419359,41.884467,creditunionaccess.com,SE,,,,,,
Pilgrim Baptist Credit Union,3300 S Indiana Ave,60616,Chicago,IL,"Chicago, IL 60616",USA,Credit Union,yes,http://creditunionaccess.com/cu65231.htm,,,,,,,,,,,(312)842-6666,,,-87.62192981,41.8347069,creditunionaccess.com,SE,,,,,,
Lunt-Lake Co-op,1132 Lunt Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,https://luntlake.org/,,,,,,,,,,,,,,-87.6610573,42.0092289,SEWG,DC,,,,,,
Pioneer Cooperative,"41°47'49""N 87°35'29""W",,Chicago,IL,"Chicago, IL",USA,,no,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,0,0,SEWG,DC,,,,,,
Pilsen Community Market,1800 S. Halsted St.,60608,Chicago,IL,"Chicago, IL 60608",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.6467389,41.85808266,City of Chicago Farmers Markets,SE,,,,,,
Pilsen Environmental Rights and Reform Organization,Box 891140,60608,Chicago,IL,"Chicago, IL 60608",USA,Social Workshop,yes,http://pilsenperro.org,,,,,,,,,,,,,,-87.667335,41.849103,Shareable Map,SE,,,,,,
Planites Credit Union,300 E Randolph St Fl 14,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,http://www.planites.org/,,,,,,,,,,,(312)653-6371,,,-87.6207352,41.8843951,creditunionaccess.com,SE,,,,,,
Plant Chicago Community Market,1400 W. 46th St.,60609,Chicago,IL,"Chicago, IL 60609",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66029162,41.81058176,City of Chicago Farmers Markets,SE,,,,,,
Platform Coworking,1286 N Milwaukee Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Coworking Space,yes,platformcoworking.com,,,,,,,,,,,,,,-87.66873924,41.90470067,Shareable Map,SE,,,,,,
PMSLIC INSURANCE CO,939 W NORTH AVE # 750,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.652853,41.9106721,SEWG,DC,,,,,,
Platform Coworking,4422 N. Ravenswood Ave.,60640,Chicago,IL,"Chicago, IL 60640",USA,Coworking Space,yes,platformcoworking.com,,,,,,,,,,,,,,-87.67462246,41.96192945,Shareable Map,SE,,,,,,
Pleasant Farms,964 West 31st Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Farm,yes,http://pleasantfarmschicago.com/,,,,,,,,,,,,,,-87.65080667,41.8380742,Accelerate77,SE,,,,,,
Pocket Guide to Hell,"175 N Desplaines St,",60661,Chicago,IL,"Chicago, IL 60661",USA,tour operator,yes,http://pocketguidetohell.com,,,,,,,,,,,,,,-87.6441416,41.88531001,Shareable Map,SE,,,,,,
Portage Park Farmers Market,4100 N. Long Ave.,60641,Chicago,Il,"Chicago, Il 60641",USA,Farmers Market,yes,https://www.facebook.com/Portage-Park-Farmers-Market-375836939182171/,,,,,,,,,,,,,,-87.76222628,41.95507111,Accelerate77,SE,,,,,,
Portage Park Farmers Market,Berteau Ave. & Central Ave.,60634,Chicago,IL,"Chicago, IL 60634",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.811483,41.944287,City of Chicago Farmers Markets,SE,,,,,,
Manchester Knolls,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Portage-Cragin Branch Library,5108 W. Belmont Avenue,60641,Chicago,IL,"Chicago, IL 60641",USA,Library,yes,http://www.chipublib.org/locations/63,,,,,,,,,,,,,,-87.75445426,41.93881902,data.cityofchicago.org,SE,,,,,,
Prairie District Neighborhood Alliance,1801 S Indiana Ave,60616,Chicago,IL,"Chicago, IL 60616",USA,Association Office,yes,http://www.pdnachicago.com/,,,,,,,,,,,,,,-87.62232093,41.85789508,Accelerate77,SE,,,,,,
Praxis Collaborative,4750 N. Sheridan Rd,60640,Chicago,IL,"Chicago, IL 60640",USA,Group Home,yes,https://praxiscollaborativechicago.org/,,,,,,,,,,,,,,-87.65490013,41.96819205,Shareable Map,SE,,,,,,
preServe Garden,3546 W. 12th Place,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,http://www.slowfoodchicago.org/preserve-garden/,,,,,,,,,,,,,,-87.71410959,41.86524301,Accelerate77,SE,,,,,,
Printers Row Farmers Market *,Polk St. & Dearborn St.,60605,Chicago,IL,"Chicago, IL 60605",USA,Farmers Market,check,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.627039,41.865699,City of Chicago Farmers Markets,SE,,,,,,
Proyecto Xochiquetzal / Xochiquetzal Peace Garden,1903 W. 23rd St,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,http://xochiquetzalpilsen.org/,,,,,,,,,,,,,,-87.67344207,41.85030729,Accelerate77,SE,,,,,,
Public Media Institute,3219 S. Morgan Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Arts Centre,yes,http://www.publicmediainstitute.com/,,,,,,,,,,,,,,-87.65099632,41.83572722,Accelerate77,SE,,,,,,
PUERTO RICAN HIGH SCHOOL,2700 W HADDON AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 342-8022,,,-87.6946275,41.9022283,SEWG,DC,,,,,,
Puerto Rican Arts Alliance,3000 North Elbridge,60618,Chicago,Il,"Chicago, Il 60618",USA,Arts Centre,yes,www.praachicago.org,,,,,,,,,,,,,,-87.71726961,41.9354723,Accelerate77,SE,,,,,,
PUERTO RICAN CULTURE CTR,2739 W DIVISION,60622,Chicago,IL,"Chicago, IL 60622",USA,Association Office,yes,http://www.prcc-chgo.org/,,,,,,,,,,,773.227.7794 is the correct #,,,-87.6959754,41.9026974,SEWG,DC,,,,,,
Pui Tak Center,2216 S. Wentworth Avenue,60616,Chicago,IL,"Chicago, IL 60616",USA,Social Workshop,yes,puitak.org,,,,,,,,,,,,,,-87.63209521,41.85261809,Accelerate77,SE,,,,,,
Pullman Branch Library,11001 S. Indiana Avenue,60628,Chicago,IL,"Chicago, IL 60628",USA,Library,yes,http://www.chipublib.org/locations/64,,,,,,,,,,,,,,-87.61820072,41.69444638,data.cityofchicago.org,SE,,,,,,
Pullman Farmers Market *,111th St. & Cottage Grove Ave.,60628,Chicago,IL,"Chicago, IL 60628",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62171,41.69154,City of Chicago Farmers Markets,SE,,,,,,
MOSAIC Co-op,2000 Sherman Ave.,60201,Evanston,IL,"Evanston, IL 60201",USA,Housing Coop,yes,https://www.facebook.com/mosaiccooperative/,,,,,,,,,,,,,,-87.68180049,42.05391224,Fellowship of Intentional Communities,SE,,,,,,
Neighborhood Commons,1600 N Vine Street,60614,Chicago,IL,"Chicago, IL 60614",USA,Housing Coop,check,http://neighborhoodcommonscoop.com/,,,,,,,,,,,,,,-87.64444621,41.9109914,Fellowship of Intentional Communities,SE,,,,,,
Neighborhood Commons Co-Op,1600 N Vine St,60614,Chicago,IL,"Chicago, IL 60614",USA,Housing Coop,check,http://neighborhoodcommonscoop.com/,,,,,,,,,,,,,,-87.64444621,41.9109914,Shareable Map,SE,,,,,,
Noble Square Co-op,1165 N Milwaukee Avenue,60622,Chicago,IL,"Chicago, IL 60622",USA,Housing Coop,yes,http://noblesquarecoop.com/,,,,,,,,,,,,,,-87.66581136,41.90303546,Fellowship of Intentional Communities,SE,,,,,,
NORTH AMERICAN STUDENTS-COOP,2150 S Canalport Ave STE 2A-11,60608,Chicago,IL,"Chicago, IL 60608",USA,Housing Coop,yes,https://www.nasco.coop,,,,,,,,,,,773-404-2667,,,-87.65372,41.8527216,SEWG,DC,,,,,,
North Park Tower,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Nuestro Hogar,3653 w Wabansia,60647,Chicago,IL,"Chicago, IL 60647",USA,Housing Coop,yes,http://www.bickerdike.org/index.php/bickerdike-apartments/our-properties/nuestro-hogar-apartments,,,,,,,,,,,,,,-87.718724,41.9115591,SEWG,DC,,,,,,
Park Forest Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Park Shore East Cooperative,1561 e 61st,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,yes,https://www.facebook.com/pages/Park-Shore-East-Cooperative/167410189941803,,,,,,,,,,,,,,-87.5879751,41.783714,SEWG,DC,,,,,,
Pullman Gateway Garden,647-657 E 111th St,60628,Chicago,IL,"Chicago, IL 60628",USA,Community Garden,yes,http://www.hpgc.org/gateway.html,,,,,,,,,,,,,,-87.62171,41.69154,Neighborspace,SE,,,,,,
Pumping Station: One,3519 N Elston Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Hackerspace,yes,pumpingstationone.org,,,,,,,,,,,,,,-87.70655422,41.94516877,Shareable Map,SE,,,,,,
Ravenswood Community Services,4550 N Hermitage St.,60640,Chicago,IL,"Chicago, IL 60640",USA,Social Workshop,yes,http://www.ravenswoodcommunityservices.org,,,,,,,,,,,,,,-87.67257748,41.96429653,Accelerate77,SE,,,,,,
Ravenswood Farmers Market,4900 N. Damen Ave.,60625,Chicago,IL,"Chicago, IL 60625",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.67932927,41.9705804,City of Chicago Farmers Markets,SE,,,,,,
PARKSHORE THE CO-OP,1755 E 55TH ST,,Chicago,IL,"Chicago, IL",USA,Housing Coop,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 752-8990,,,-87.5815604,41.7949183,SEWG,DC,,,,,,
Read/Write Library,914 N California Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Library,yes,http://readwritelibrary.org/,,,,,,,,,,,,,,-87.69685063,41.89799753,Shareable Map,SE,,,,,,
Refugee Sewing Coop,,60640,Chicago,IL,"Chicago, IL 60640",USA,cooperative,no,,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Reason to Give,2701 W. Thomas St.,60622,Chicago,IL,"Chicago, IL 60622",USA,School,yes,http://reasontogive.com/,,,,,,,,,,,,,,-87.69438173,41.90103884,Accelerate77,SE,,,,,,
Rebuilding Exchange,1740 W. Webster Ave,60614,Chicago,Il,"Chicago, Il 60614",USA,Second Hand Shop,yes,www.rebuildingexchange.org,,,,,,,,,,,,,,-87.6714143,41.92159193,Accelerate77,SE,,,,,,
REI,905 West Eastman St,60642,Chicago,IL,"Chicago, IL 60642",USA,cooperative,yes,https://www.rei.com/,,,,,,,,,,,312.951.6020,,,-87.745937,41.944713,SEWG,DC,,,,,,
Resource Center - Creative Reuse Warehouse,222 East 135th Place,60827,Chicago,Il,"Chicago, Il 60827",USA,Second Hand Shop,yes,http://www.resourcecenterchicago.org/,,,,,,,,,,,,,,-87.61670224,41.648931,Accelerate77,SE,,,,,,
Resurrection Lutheran Federal Credit Union,9349 S Wentworth Ave,60620,Chicago,IL,"Chicago, IL 60620",USA,Credit Union,yes,http://creditunionaccess.com/cu15240.htm,,,,,,,,,,,(773)995-6441,,,-87.655494,41.742065,creditunionaccess.com,SE,,,,,,
Riverbank Neighbors,"411 S. Wells Street, #800",60607,Chicago,IL,"Chicago, IL 60607",USA,Association Office,yes,www.Riverbankneighbors.org,,,,,,,,,,,,,,-87.63360029,41.87672746,Accelerate77,SE,,,,,,
Roden Branch Library,6083 N. Northwest Highway,60631,Chicago,IL,"Chicago, IL 60631",USA,Library,yes,http://www.chipublib.org/locations/100,,,,,,,,,,,,,,-87.79825766,41.99199224,data.cityofchicago.org,SE,,,,,,
Rodeo Garden,2801 S. Washtenaw Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,http://www.chicagobotanic.org/urbanagriculture/apprenticeship/farms,,,,,,,,,,,,,,-87.69170475,41.84465661,Accelerate77,SE,,,,,,
Rogers Park Branch Library,6907 N. Clark Street,60626,Chicago,IL,"Chicago, IL 60626",USA,Library,yes,http://www.chipublib.org/locations/121,,,,,,,,,,,,,,-87.67335605,42.00678881,data.cityofchicago.org,SE,,,,,,
Rogers Park Farms,1610 W. Howard St,60626,Chicago,IL,"Chicago, IL 60626",USA,Farm,yes,http://www.facebook.com/pages/Rogers-Park-Farms/189229727800425,,,,,,,,,,,,,,-87.669133,42.005107,Accelerate77,SE,,,,,,
Rogers Park Garden Group,1500 W. Jarvis Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Community Garden,yes,https://www.facebook.com/RogersParkGardenGroup,,,,,,,,,,,,,,-87.66815768,42.0161397,Accelerate77,SE,,,,,,
Roosevelt Branch Library,1101 W. Taylor Street,60607,Chicago,IL,"Chicago, IL 60607",USA,Library,yes,http://www.chipublib.org/locations/122,,,,,,,,,,,,,,-87.65423575,41.86936681,data.cityofchicago.org,SE,,,,,,
Root Riot Harambee Garden,500 N Waller St.,60644,Chicago,Il,"Chicago, Il 60644",USA,Community Garden,yes,https://www.facebook.com/RootRiot,,,,,,,,,,,,,,-87.76780819,41.88883425,Accelerate77,SE,,,,,,
Roots and Rays,1523 W Cullerton,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,https://www.facebook.com/lahuertarootsandrays/,,,,,,,,,,,,,,-87.66424154,41.85502078,Neighborspace,SE,,,,,,
S C EMPLOYEE CREDIT UNION,6601 N RIDGE BLVD,,Chicago,IL,"Chicago, IL",USA,,no,https://www.sandc.com,,,,,,,,,,,(773) 338-1000,,,-87.6765717,42.0030257,SEWG,DC,,,,,,
Roseland Community Market,11400 S. Michigan Ave.,60628,Chicago,IL,"Chicago, IL 60628",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62101034,41.68704913,City of Chicago Farmers Markets,SE,,,,,,
Pilsen Housing Coop,1900 W Cullerton St,60608,Chicago,IL,"Chicago, IL 60608",USA,Housing Coop,yes,https://www.pilsenhousingcoop.org,,,,,,,,,,,,,,-87.6736585,41.8553174,SEWG,DC,,,,,,
Ruby Garden,1552 W. Schreiber Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Community Garden,yes,www.therubygarden.com,,,,,,,,,,,,,,-87.66940361,41.99907446,Accelerate77,SE,,,,,,
"S.O.U.L., Inc",,,Chicago,IL,"Chicago, IL",USA,social Workshop,check,https://www.facebook.com/SoulSustainableOptionsForUrbanLiving/,,,,,,,,,,,773) 250-1770,,,,,SEWG,DC,,,,,,
Salsedo Press,3139 W. Chicago Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Workers Collective,yes,http://salsedopressinc.com/index.html,,,,,,,,,,,,,,-87.70544447,41.89547351,Steve Ediger,SE,,,,,,
Scottsdale Branch Library,4101 W. 79th Street,60652,Chicago,IL,"Chicago, IL 60652",USA,Library,yes,http://www.chipublib.org/locations/69,,,,,,,,,,,,,,-87.72429026,41.74937263,data.cityofchicago.org,SE,,,,,,
